order_number,order_number_source,client_name,property_address,property_name,city,state,year,status,property_type,fee,county,ordered_date,inspection_date,completed_date,appraiser_name,reviewer_name,source_file_path,completion_evidence,extraction_notes,normalized_client_name,confidence,evidence_notes,matched_order_book_order_number,matched_order_book_row,matched_order_book_method,matched_appraiser_log_row
2025470,invoice_no,KeyBank,2645 & 2655 Central Ave,,Toledo,OH,2025,Completed,Mixed Use,1600,,2025-11-12,,2025-11-24,KW,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Mixed Use\2645 + 2655 Central Avenue, Toledo, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,KeyBank,High - Order Book validated,validated/enriched from Order Book row 940 via exact_order_number,2025470,940,exact_order_number,
2025471,invoice_no,Fair Rental Values,10000 S Westnedge Avenue,,Portage,MI,2025,Completed,Land,1400,,2025-11-12,2025-11-25,2025-12-01,KW,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Fair Rental Values\10000 S Westnedge Avenue, Portage, MI - Land\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Fair Rental Values,High - Order Book validated,validated/enriched from Order Book row 942 via exact_order_number,2025471,942,exact_order_number,
2025472,invoice_no,State Bank & Trust Co.,17001 National Rd & Mudsock Rd,,Wapakoneta,OH,2025,Completed,Land,1300,,2025-11-12,2025-11-18,2025-11-25,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Land\17001 National Rd + Mudsock Rd, Wapakoneta, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 944 via exact_order_number,2025472,944,exact_order_number,
2025473,order_book,Truliant Federal Credit Union,2605 W 14 Mile Rd,,Royal Oak,MI,2025,Completed,Special Purpose,1700,,2025-11-13,,2025-12-03,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Special\2605 W 14 Mile Rd, Royal Oak, MI\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf; Revised Report Only 12-5.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Truliant Federal Credit Union,High - Order Book validated,validated/enriched from Order Book row 946 via unique_address_match,2025473,946,unique_address_match,
2025474,invoice_no,Union Bank,580 N Cable Road,,Lima,OH,2025,Completed,Office,1400,,2025-11-14,,2025-11-24,TC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Office Medical\580 N Cable Road, Lima, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Union Bank,High - Order Book validated,validated/enriched from Order Book row 948 via exact_order_number,2025474,948,exact_order_number,
2025475,invoice_no,Old Fort Bank,540 E CR 89,,Fremont,OH,2025,Completed,Special Purpose,1700,,2025-11-14,,2025-12-01,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Hotels\540 E CR 89, Fremont, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf; Revised Report Only 12-3.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Old Fort Bank,High - Order Book validated,validated/enriched from Order Book row 950 via exact_order_number,2025475,950,exact_order_number,
2025476,invoice_no,Farm Service Agency,County Road D,,Wauseon,OH,2025,Completed,Land,1300,,2025-11-17,,2025-11-24,TC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Agricultural\County Road D, Wauseon, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Farm Service Agency,High - Order Book validated,validated/enriched from Order Book row 952 via exact_order_number,2025476,952,exact_order_number,
2025477,invoice_no,Genoa Banking Company,5216 E. Harbor Road,,Marblehead,OH,2025,Completed,Special Purpose,1800,,2025-11-18,,2025-12-11,TC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Special\5216 E. Harbor Road, Marblehead, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 954 via exact_order_number,2025477,954,exact_order_number,3
2025482,order_book,Middlefield Banking Company,8918 Bundysburg Windsor Rd,,Middlfield,OH,2025,Completed,Industrial,1700,,2025-11-19,2025-11-24,2025-12-03,KW,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Industrial (Flex)\8918 Bundysburg Windsor Road, Middlefield, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Middlefield Banking Company,High - Order Book validated,validated/enriched from Order Book row 964 via unique_address_match,2025482,964,unique_address_match,
2025485,invoice_no,KEMBA Financial Credit Union,5675 Avery Road,,Dublin,OH,2025,Completed,Special Purpose,1600,,2025-11-24,2025-12-04,2025-12-08,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Special\5675 Avery Road, Dublin, OH - Daycare\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf; Revised report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,KEMBA Financial Credit Union,High - Order Book validated,validated/enriched from Order Book row 970 via exact_order_number,2025485,970,exact_order_number,
2025486,invoice_no,KEMBA Financial Credit Union,6000 Memorial Drive,,Dublin,OH,2025,Completed,Special Purpose,1600,,2025-11-24,2025-12-04,2025-12-08,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Special\6000 Memorial Drive, Dublin, OH - Daycare\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf; Revised report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,KEMBA Financial Credit Union,High - Order Book validated,validated/enriched from Order Book row 972 via exact_order_number,2025486,972,exact_order_number,
2025487,invoice_no,Croghan Colonial Bank,"Multiple Properties - Ottawa, OH, Sylvania, OH",,Toledo,OH,2025,Completed,Multifamily,4000,,2025-11-25,2025-12-02,2025-12-15,MS,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Apartments\17432-17470 Fairway Dr + 10414-10416 Fairway Dr, Ottawa, OH\Invoice.pdf",Complete Report Revised.pdf; Complete Report-Fairway.pdf; Invoice.pdf; REport only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Croghan Colonial Bank,High - Order Book validated,validated/enriched from Order Book row 974 via exact_order_number,2025487,974,exact_order_number,
2025488,invoice_no,Superior Credit Union,4389 Mt. Carmel Tobasco Rd,,Cincinnati,OH,2025,Completed,Retail,2500,,2025-11-25,2025-12-05,2025-12-15,CD,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Retail\4389 Mt. Carmel Tobasco Road, Cincinnati, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Superior Credit Union,High - Order Book validated,validated/enriched from Order Book row 976 via exact_order_number,2025488,976,exact_order_number,
2025490,invoice_no,Union Bank,209 W. Sycamore Street,,Columbus Grove,OH,2025,Completed,Retail,1300,,2025-11-25,2025-12-03,2025-12-09,Jon Diller,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Restaurant\209 W Sycamore Street, Columbus Grove, OH\Appraisal Order - 209 W Sycamore.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; conflict property_address: kept 209 W Sycamore Street; saw APPRAISAL FLOOD in Appraisal Order - 209 W Sycamore.pdf; ordered_date from Appraisal Order - 209 W Sycamore.pdf; appraiser_name from Appraisal Order - 209 W Sycamore.pdf; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee adjusted x10 for non-invoice source after validation; fee restored after trailing-zero formatting correction,Union Bank,High - Order Book validated,validated/enriched from Order Book row 980 via exact_order_number,2025490,980,exact_order_number,
2025491,invoice_no,Genoa Banking Company,7055-7113 S. Westnedge Avenue,,Portage,MI,2025,Completed,Retail,2100,,2025-11-26,,2025-12-12,CD,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Retail\7055-7113 S. Westnedge Avenue, Portage, MI\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 982 via exact_order_number,2025491,982,exact_order_number,
2025492,invoice_no,Directions Credit Union,4239 Lewis Avenue,,Toledo,OH,2025,Completed,Multifamily,1200,,2025-11-28,,2025-12-11,CD,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Apartments\4239 Lewis Avenue, Toledo, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Directions Credit Union,High - Order Book validated,validated/enriched from Order Book row 984 via exact_order_number,2025492,984,exact_order_number,
2025493,invoice_no,Mark Miller,794 Bennett Road,,Coldwater,MI,2025,Completed,Residential,750,,2025-11-26,,2025-12-15,KW,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Residential\794 Bennett Road, Coldwater, MI\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf,Mark Miller,High - Order Book validated,validated/enriched from Order Book row 986 via exact_order_number,2025493,986,exact_order_number,
2025494,invoice_no,KEMBA Financial Credit Union,398-404 S. Central Avenue,,Columbus,OH,2025,Completed,Multifamily,1800,,2025-11-28,,2025-12-15,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Apartments\398-404 S Central Avenue, Columbus, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf; Revised Report only 12-18.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,KEMBA Financial Credit Union,High - Order Book validated,validated/enriched from Order Book row 988 via exact_order_number,2025494,988,exact_order_number,
2025495,invoice_no,George Reiser,Multiple Parcels,,Wood County,OH,2025,Completed,Land,2200,,2025-11-25,,2025-12-16,KW,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Agricultural\Multiple Parcels, Wood County, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report Only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,George Reiser,High - Order Book validated,validated/enriched from Order Book row 990 via exact_order_number,2025495,990,exact_order_number,
2025501,invoice_no,Jeremy Coakley,534 W Laskey Road,,Toledo,OH,2025,Completed,Industrial,1500,,2025-12-01,,2025-12-15,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Industrial (Flex)\534 W Laskey Road, Toledo, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf; Revised report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Jeremy Coakley,High - Order Book validated,validated/enriched from Order Book row 1002 via exact_order_number,2025501,1002,exact_order_number,
2025502,invoice_no,Cary Long,King Road,,Middleton Township,OH,2025,Completed,Land,1700,,2025-12-02,,2025-12-23,CD,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Land\0 King Road, Middleton Township, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Cary Long,High - Order Book validated,validated/enriched from Order Book row 1004 via exact_order_number,2025502,1004,exact_order_number,
2025503,invoice_no,Farmers & Merchants State Bank,1038 W High Street,,Bryan,OH,2025,Completed,Mixed Use,1400,,2025-12-02,,2025-12-15,TC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Retail\1038 W High Street, Bryan, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 1006 via exact_order_number,2025503,1006,exact_order_number,
2025505,invoice_no,State Bank & Trust Co.,1607 W High Street,,Bryan,OH,2025,Completed,Office,1700,,2025-12-04,,2025-12-22,KW,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Office\1607 W High Street, Bryan, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 1010 via exact_order_number,2025505,1010,exact_order_number,
2025506,invoice_no,State Bank & Trust Co.,100 E Kiracofe Avenue,,Elida,OH,2025,Completed,Retail,1400,,2025-12-05,,2025-12-31,TC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Land\100 E Kiracofe Avenue, Elida, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf; Revised Complete Report - 100 E Kiracofe Ave.pdf; Revised Report Only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 1012 via exact_order_number,2025506,1012,exact_order_number,
2025507,invoice_no,State Bank & Trust Co.,1350 N Cable Road,,Lima,OH,2025,Completed,Retail,1400,,2025-12-05,,2025-12-30,TC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Automotive Services\1350 N Cable Road, Lima, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf; Revised Complete Report - 1350 N Cable Road.pdf; Revised Report Only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 1014 via exact_order_number,2025507,1014,exact_order_number,
2025508,invoice_no,Union Bank,851 State Route 103,,Bluffton,OH,2025,Completed,Mixed Use,1300,,2025-12-05,,2025-12-22,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Retail\851 State Route 103, Bluffton, OH\Invoice.pdf",Complete Report Revised 12-23.pdf; Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Union Bank,High - Order Book validated,validated/enriched from Order Book row 1016 via exact_order_number,2025508,1016,exact_order_number,
2025509,invoice_no,Farmers & Merchants State Bank,1635 S McCord Road,,Holland,OH,2025,Completed,Multifamily,1300,,2025-12-08,,2025-12-18,KW,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Apartments\1635 S McCord Road, Holland, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf; Revised report only 2-3.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 1018 via exact_order_number,2025509,1018,exact_order_number,
2025510,invoice_no,Farmers & Merchants State Bank,5454 Airport Highway,,Toledo,OH,2025,Completed,Office,1000,,2025-12-08,,2025-12-22,KW,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Office\5454 Airport Highway, Toledo, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 1020 via exact_order_number,2025510,1020,exact_order_number,
2025511,invoice_no,Farmers & Merchants State Bank,5444 Airport Highway,,Toledo,OH,2025,Completed,Retail,1000,,2025-12-08,,2025-12-22,KW,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Retail\5444 Airport Highway, Toledo, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 1022 via exact_order_number,2025511,1022,exact_order_number,
2025513,invoice_no,Union Bank,1190 E. Kibby Street,,Lima,OH,2025,Completed,Industrial,1450,,2025-12-09,,2025-12-29,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Industrial (Flex)\1190 E Kibby Street, Lima, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Union Bank,High - Order Book validated,validated/enriched from Order Book row 1026 via exact_order_number,2025513,1026,exact_order_number,
2025514,invoice_no,Union Bank,906 W. Lima Street,,Kenton,OH,2025,Completed,Industrial,1450,,2025-12-09,,2025-12-30,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Industrial (Flex)\906 W Lima Street, Kenton, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Union Bank,High - Order Book validated,validated/enriched from Order Book row 1028 via exact_order_number,2025514,1028,exact_order_number,
2025515,invoice_no,Fair Rental Values,"41 Country Club Dr, Bldg. 3",,Longview,WA,2025,Completed,Special Purpose,2300,,2025-12-09,,2026-01-02,CD,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Fair Rental Values\41 County Club Drive, Bldg 3, Longview, WA\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Fair Rental Values,High - Order Book validated,validated/enriched from Order Book row 1030 via exact_order_number,2025515,1030,exact_order_number,
2025516,invoice_no,KEMBA Financial Credit Union,3204-3254 Summerhill Lane,,Hilliard,OH,2025,Completed,Multifamily,2300,,2025-12-03,,2025-12-17,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Apartments\3204-3254 Summerhill Lane, Hilliard, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf; Revised report only 12-29.pdf; Revised report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,KEMBA Financial Credit Union,High - Order Book validated,validated/enriched from Order Book row 1032 via exact_order_number,2025516,1032,exact_order_number,
2025517,invoice_no,KEMBA Financial Credit Union,100 McMillen Avenue,,Columbus,OH,2025,Completed,Multifamily,1800,,2025-12-10,,2025-12-24,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Apartments\100 McMillen Avenue, Columbus, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,KEMBA Financial Credit Union,High - Order Book validated,validated/enriched from Order Book row 1034 via exact_order_number,2025517,1034,exact_order_number,
2025518,invoice_no,Civista Bank,601 Monroe Street,,Toledo,OH,2025,Completed,Retail,1800,,2025-12-10,,2025-12-23,,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Restaurant\601 Monroe Street, Toledo, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Civista Bank,High - Order Book validated,validated/enriched from Order Book row 1036 via exact_order_number,2025518,1036,exact_order_number,
2025519,invoice_no,Farmers & Merchants State Bank,402 E Washington Street,,Napoleon,OH,2025,Completed,Retail,1300,,2025-12-10,2025-12-16,2025-12-26,MS,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Restaurant\402 E Washington Street, Napoleon, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 1038 via exact_order_number,2025519,1038,exact_order_number,
2025520,invoice_no,Genoa Banking Company,2017 W Sylvania Avenue,,Toledo,OH,2025,Completed,Retail,950,,2025-12-10,,2025-12-19,CD,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Industrial (Flex)\2017 W Sylvania Avenue, Toledo, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 1040 via exact_order_number,2025520,1040,exact_order_number,
